Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
393;21100444451;"Austrian Journal of Statistics";journal;"1026597X";0,228;Q4;14;48;90;1462;68;89;0,88;30,46;27,27;0;6;Austria;Western Europe;"Austrian Society for Statistics";"2014-2023";"Applied Mathematics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
394;4100151706;"International Journal of Business Intelligence and Data Mining";journal;"17438195, 17438187";0,224;Q3;22;31;168;1137;148;168;0,77;36,68;41,27;0;4;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2023";"Information Systems and Management (Q3); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences"
395;4000148902;"International Journal of Services and Operations Management";journal;"17442370, 17442389";0,222;Q4;34;77;239;5005;230;239;0,64;65,00;27,17;0;29;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2023";"Industrial and Manufacturing Engineering (Q3); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
396;21100212700;"RAE Revista de Administracao de Empresas";journal;"2178938X, 00347590";0,218;Q3;23;28;145;1805;96;138;0,52;64,46;44,12;0;10;Brazil;Latin America;"Fundacao Getulio Vargas, Escola de Administracao de Empresas de Sao Paulo";"2007-2023";"Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Education (Q3); Industrial Relations (Q3); Information Systems and Management (Q3); Business and International Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
397;21100220467;"International Journal of Knowledge-Based Development";journal;"20404476, 20404468";0,217;Q3;24;27;46;829;56;44;0,96;30,70;39,02;0;10;Switzerland;Western Europe;"Inderscience";"2010-2023";"Information Systems and Management (Q3); Management of Technology and Innovation (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
398;21101153205;"Journal of Optimization";journal;"23146486, 2356752X";0,217;Q4;1;2;1;157;1;1;1,00;78,50;62,50;0;2;United Kingdom;Western Europe;"Wiley-Hindawi";"2022-2023";"Analysis (Q4); Control and Optimization (Q4); Decision Sciences (miscellaneous) (Q4)";"Decision Sciences; Mathematics"
399;17700156204;"International Journal of Applied Decision Sciences";journal;"17558085, 17558077";0,213;Q4;22;37;87;2355;108;87;1,30;63,65;32,08;0;11;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2009-2023";"Economics and Econometrics (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
400;21100855735;"Communications for Statistical Applications and Methods";journal;"22877843, 23834757";0,212;Q4;10;42;144;1017;84;144;0,61;24,21;35,56;0;5;South Korea;Asiatic Region;"Korean Statistical Society";"2017-2023";"Finance (Q3); Applied Mathematics (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
401;21101033322;"International Journal on Informatics Visualization";journal;"25499904";0,211;Q4;15;200;241;7715;351;241;1,38;38,58;39,00;0;63;Indonesia;Asiatic Region;"Politeknik Negeri Padang";"2017-2023";"Computer Science (miscellaneous) (Q3); Information Systems and Management (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences"
402;21100905277;"Mathematics and Statistics";journal;"23322071, 23322144";0,211;Q4;9;110;350;2303;240;350;0,67;20,94;40,86;0;6;United States;Northern America;"Horizon Research Publishing";"2018-2023";"Economics and Econometrics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
403;19700186887;"International Journal of Information Systems and Change Management";journal;"1479313X, 14793121";0,209;Q4;14;15;25;995;26;21;1,21;66,33;51,61;0;4;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2023";"Business, Management and Accounting (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q4)";"Business, Management and Accounting; Decision Sciences"
404;21100858348;"Croatian Operational Research Review";journal;"18480225, 18489931";0,208;Q4;10;16;56;478;52;56;0,64;29,88;45,95;0;3;Croatia;Eastern Europe;"Croatian Operational Research Society";"2017-2023";"Applied Mathematics (Q4); Economics and Econometrics (Q4); Management Science and Operations Research (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
405;21101039233;"Engineering Project Organization Journal";journal;"21573727, 21573735";0,207;Q4;6;1;28;51;31;26;0,48;51,00;33,33;0;0;United States;Northern America;"Engineering Project Organization Society (EPOS)";"2019-2022";"Engineering (miscellaneous) (Q3); Building and Construction (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
406;21101056542;"International Journal of Operations Research and Information Systems";journal;"19479328, 19479336";0,207;Q4;7;0;27;0;55;27;3,45;0,00;0,00;0;0;United States;Northern America;"IGI Global Publishing";"2019-2022";"Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
407;21100421887;"Lecture Notes in Information Systems and Organisation";conference and proceedings;"21954968, 21954976";0,207;-;20;101;701;2858;461;655;0,65;28,30;38,89;0;49;Germany;Western Europe;"Springer International Publishing AG";"2013-2023";"Computer Science Applications; Information Systems; Information Systems and Management; Management Information Systems; Management of Technology and Innovation";"Business, Management and Accounting; Computer Science; Decision Sciences"
408;21100893243;"Journal of Risk Management in Financial Institutions";journal;"17528887, 17528895";0,205;Q4;7;37;101;1123;59;88;0,61;30,35;12,50;0;19;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2023";"Finance (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Mathematics"
409;21101089371;"Law, Technology and Humans";journal;"26524074";0,205;Q4;6;30;69;2243;65;67;0,88;74,77;58,33;0;15;Australia;Pacific Region;"Queensland University of Technology";"2019-2023";"Law (Q3); Social Sciences (miscellaneous) (Q3); Biotechnology (Q4); Computer Networks and Communications (Q4); Computer Science (miscellaneous) (Q4); Information Systems and Management (Q4)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Decision Sciences; Social Sciences"
410;21100967049;"Reliability: Theory and Applications";journal;"19322321";0,205;Q4;8;131;426;2773;269;426;0,66;21,17;30,23;0;19;United States;Northern America;"Gnedenko Forum";"2017-2023";"Safety Research (Q3); Safety, Risk, Reliability and Quality (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Engineering; Social Sciences"
411;21100901061;"Sao Paulo Journal of Mathematical Sciences";journal;"19826907, 23169028";0,205;Q4;9;94;161;1995;82;158;0,39;21,22;20,00;0;0;Switzerland;Western Europe;"Springer Nature";"2015-2023";"Computational Theory and Mathematics (Q4); Mathematics (miscellaneous) (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
412;21101089574;"Revista de Administracao Contemporanea";journal;"19827849, 14156555";0,204;Q4;8;49;150;2375;127;125;0,93;48,47;55,42;0;16;Brazil;Latin America;"Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao";"2019-2023";"Business, Management and Accounting (miscellaneous) (Q3); Management Science and Operations Research (Q4); Public Administration (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
413;21101021407;"Operations Research and Decisions";journal;"23916060, 20818858";0,202;Q4;5;36;85;1320;77;85;0,83;36,67;35,48;0;5;Poland;Eastern Europe;"Wroclaw University of Science and Technology";"2019-2023";"Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Mathematics"
414;21101121177;"Journal of Defense Analytics and Logistics";journal;"23996439, 23996447";0,201;Q4;4;8;30;463;20;30;0,35;57,88;12,50;0;1;United Kingdom;Western Europe;"Emerald Publishing";"2017-2023";"Decision Sciences (miscellaneous) (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences"
415;12753;"International Game Theory Review";journal;"02191989, 17936675";0,200;Q4;26;27;84;635;38;83;0,42;23,52;35,14;0;3;Singapore;Asiatic Region;"World Scientific";"2003-2023";"Business and International Management (Q4); Computer Science (miscellaneous) (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
416;21100901841;"International Journal of Industrial Engineering and Production Research";journal;"20084889, 2345363X";0,199;Q4;9;36;145;1943;121;145;0,77;53,97;38,64;0;8;Iran;Middle East;"Iran University of Science and Technology";"2018-2023";"Industrial and Manufacturing Engineering (Q3); Management Science and Operations Research (Q4); Statistics, Probability and Uncertainty (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
417;21100285030;"International Journal of Multicriteria Decision Making";journal;"20401078, 2040106X";0,199;Q4;15;8;18;584;11;18;0,61;73,00;40,00;0;2;Switzerland;Western Europe;"Inderscience";"2010-2019, 2021-2022";"Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
418;21100858129;"International Journal of Applied Metaheuristic Computing";journal;"19478283, 19478291";0,198;Q4;8;2;76;83;76;76;1,00;41,50;25,00;0;0;United States;Northern America;"IGI Global Publishing";"2016, 2018-2023";"Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Decision Sciences (miscellaneous) (Q4); Modeling and Simulation (Q4); Statistics and Probability (Q4)";"Computer Science; Decision Sciences; Mathematics"
419;21101073268;"Journal of Industrial Engineering and Engineering Management";journal;"10046062";0,198;Q4;8;122;372;5217;261;372;0,62;42,76;32,68;0;64;China;Asiatic Region;"Zhejiang University";"2019-2023";"Accounting (Q4); Business and International Management (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
420;22363;"Periodica Polytechnica, Social and Management Sciences";journal;"14163837, 15873803";0,198;Q4;15;26;54;1084;51;54;1,00;41,69;52,38;0;13;Hungary;Eastern Europe;"Budapest University of Technology and Economics";"1999-2023";"Engineering (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
421;21100899503;"Transactional Analysis Journal";journal;"23295244, 03621537";0,198;Q4;7;33;88;1123;68;71;0,78;34,03;62,07;0;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2023";"Clinical Psychology (Q4); Decision Sciences (miscellaneous) (Q4); Developmental and Educational Psychology (Q4); Education (Q4); Psychiatry and Mental Health (Q4)";"Decision Sciences; Medicine; Psychology; Social Sciences"
422;4700152455;"International Journal of Process Management and Benchmarking";journal;"14606739, 1741816X";0,196;Q4;20;76;103;4274;158;103;1,26;56,24;22,56;0;41;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2009, 2013-2023";"Business and International Management (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
423;21100945266;"Science and Innovation";journal;"24099066, 24134996";0,195;Q4;9;42;177;1171;110;177;0,71;27,88;48,31;0;22;Ukraine;Eastern Europe;"Publishing House Akademperiodyka";"2014-2023";"Engineering (miscellaneous) (Q3); Law (Q3); Computer Science Applications (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Social Sciences"
424;21100219935;"International Journal of Operations and Quantitative Management";journal;"10821910";0,191;Q4;14;22;69;1259;75;69;1,19;57,23;45,95;0;8;United States;Northern America;"International Forum of Management Scholars (INFOMS)";"2000-2023";"Business and International Management (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
425;6400153175;"International Journal of Services Operations and Informatics";journal;"1741539X, 17415403";0,183;Q4;15;5;43;200;38;42;0,88;40,00;22,22;0;1;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2013, 2016-2023";"Computer Science Applications (Q4); Information Systems (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
426;21100244225;"Competition and Regulation in Network Industries";journal;"23992956, 17835917";0,182;Q4;13;11;48;486;32;45;0,71;44,18;9,52;1;5;United Kingdom;Western Europe;"SAGE Publications Inc.";"2013-2023";"Business, Management and Accounting (miscellaneous) (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences"
427;21100199124;"International Journal of Sustainable Manufacturing";journal;"17427223, 17427231";0,182;Q4;19;0;28;0;17;28;0,33;0,00;0,00;0;0;Switzerland;Western Europe;"Inderscience";"2008-2015, 2018, 2020-2021";"Industrial and Manufacturing Engineering (Q3); Social Sciences (miscellaneous) (Q3); Decision Sciences (miscellaneous) (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
428;4700152877;"Journal of Agricultural and Food Information";journal;"15404722, 10496505";0,181;Q4;18;5;30;119;12;21;0,22;23,80;87,50;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1993-1996, 2000, 2002-2004, 2006-2023";"Agronomy and Crop Science (Q4); Food Science (Q4); Information Systems and Management (Q4)";"Agricultural and Biological Sciences; Decision Sciences"
429;21100828753;"Journal of Business Cycle Research";journal;"25097970, 25097962";0,179;Q4;8;14;38;616;29;37;0,86;44,00;13,79;1;2;Switzerland;Western Europe;"Springer International Publishing AG";"2016-2023";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
430;21100200410;"Mathematical Methods of Statistics";journal;"19348045, 10665307";0,175;Q4;15;14;26;475;15;26;0,73;33,93;27,27;0;0;United States;Northern America;"Pleiades Publishing";"2007-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
431;21100890137;"International Journal of Business Continuity and Risk Management";journal;"17582164, 17582172";0,174;Q4;7;20;65;1154;45;64;0,66;57,70;20,41;0;8;Switzerland;Western Europe;"Inderscience";"2016-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Mathematics"
432;21100464314;"International Journal of Construction Supply Chain Management";journal;"11790776";0,174;Q4;7;15;41;696;47;41;1,15;46,40;35,48;0;6;New Zealand;Pacific Region;"Massey University";"2015-2023";"Building and Construction (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
433;21100327708;"Journal of Intelligence Studies in Business";journal;"2001015X";0,174;Q4;14;23;40;767;51;36;1,23;33,35;35,56;0;5;Sweden;Western Europe;"Halmstad University";"2011-2023";"Business, Management and Accounting (miscellaneous) (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences"
434;144810;"Journal of Modern Applied Statistical Methods";journal;"15389472";0,174;Q4;40;0;32;0;20;32;0,75;0,00;0,00;0;0;United States;Northern America;"Wayne State University";"2002-2021";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
435;21100204111;"Smart Innovation, Systems and Technologies";book series;"21903026, 21903018";0,174;Q4;35;2762;7788;53466;4406;7007;0,57;19,36;39,19;2;1017;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2010-2024";"Computer Science (miscellaneous) (Q4); Decision Sciences (miscellaneous) (Q4)";"Computer Science; Decision Sciences"
436;21100896490;"ETS Research Report Series";journal;"23308516";0,173;Q4;23;11;75;802;56;75;0,70;72,91;48,57;0;1;United States;Northern America;"John Wiley &amp; Sons Inc.";"1996-2014, 2018-2023";"Applied Psychology (Q4); Education (Q4); Social Psychology (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Psychology; Social Sciences"
437;54666;"International Journal of Networking and Virtual Organisations";journal;"14709503, 17415225";0,173;Q4;21;51;121;1665;105;118;0,89;32,65;40,28;0;11;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2002-2023";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
438;21100889702;"Asia Pacific Journal of Information Systems";journal;"22885404, 22886818";0,170;Q4;8;48;108;3777;83;108;0,70;78,69;33,94;0;10;South Korea;Asiatic Region;"Korean Society of Management Information Systems";"2018-2023";"Sociology and Political Science (Q3); Information Systems and Management (Q4)";"Decision Sciences; Social Sciences"
439;21100878578;"International Journal of Cyber Warfare and Terrorism";journal;"19473435, 19473443";0,169;Q4;7;1;58;45;47;58;0,66;45,00;0,00;0;0;United States;Northern America;"IGI Global Publishing";"2018-2023";"Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Information Systems and Management (Q4); Safety Research (Q4); Safety, Risk, Reliability and Quality (Q4); Software (Q4)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
440;21100860389;"International Journal of Information Technology Project Management";journal;"19380232, 19380240";0,169;Q4;9;8;75;423;59;73;0,90;52,88;34,62;0;4;United States;Northern America;"IGI Global Publishing";"2017-2023";"Communication (Q3); Information Systems and Management (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
441;21100943551;"Mathematica Applicanda";journal;"17302668, 22994009";0,169;Q4;5;12;39;243;13;39;0,43;20,25;22,22;0;2;Poland;Eastern Europe;"Polish Mathematical Society";"2018-2022";"Decision Sciences (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4)";"Decision Sciences; Mathematics"
442;19300157106;"International Journal of Internet Manufacturing and Services";journal;"17516056, 17516048";0,167;Q4;10;27;52;1200;32;51;0,28;44,44;28,36;0;20;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2011, 2013-2023";"Computer Networks and Communications (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Engineering"
443;19700190357;"Transplant Research and Risk Management";journal;"11791616";0,166;Q4;8;1;14;34;4;14;0,11;34,00;70,00;0;0;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2011-2023";"Statistics, Probability and Uncertainty (Q4); Transplantation (Q4)";"Decision Sciences; Medicine"
444;14135;"South African Statistical Journal";journal;"0038271X";0,165;Q4;11;6;30;139;10;30;0,40;23,17;27,27;0;0;South Africa;Africa;"South African Statistical Association";"1996-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
445;21101050917;"Corporate Governance and Organizational Behavior Review";journal;"25211889, 25211870";0,164;Q4;7;129;134;7021;165;125;1,27;54,43;38,23;0;58;Ukraine;Eastern Europe;"Virtus Interpress";"2019-2023";"Finance (Q4); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
446;21101028600;"Statistica Applicata";journal;"11251964, 20385587";0,162;Q4;4;11;43;357;12;41;0,43;32,45;20,83;0;0;Italy;Western Europe;"ASA Associazione per la Statistica Applicata";"2019-2023";"Applied Mathematics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
447;13024;"Acta Cybernetica";journal;"0324721X";0,161;Q4;18;13;70;399;39;67;0,60;30,69;9,52;0;0;Hungary;Eastern Europe;"University of Szeged, Institute of Informatics";"1990-2023";"Computational Theory and Mathematics (Q4); Computer Science (miscellaneous) (Q4); Computer Vision and Pattern Recognition (Q4); Electrical and Electronic Engineering (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4); Software (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
448;21100892891;"Applied Marketing Analytics";journal;"20547544, 20547552";0,161;Q4;5;33;121;889;38;108;0,31;26,94;30,51;0;2;United Kingdom;Western Europe;"Henry Stewart Publications";"2018-2023";"Marketing (Q4); Statistics, Probability and Uncertainty (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences"
449;21100899864;"ECTI Transactions on Computer and Information Technology";journal;"22869131";0,161;Q4;7;49;88;1626;68;88;0,76;33,18;34,21;0;13;Thailand;Asiatic Region;"ECTI Association Sirindhon International Institute of Technology";"2018-2023";"Computer Networks and Communications (Q4); Electrical and Electronic Engineering (Q4); Information Systems (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Engineering"
450;21101133222;"Queueing Models and Service Management";journal;"26162687, 26162679";0,160;Q4;5;0;18;0;8;18;0,30;0,00;0,00;0;0;Taiwan;Asiatic Region;"Kaoyian Press";"2018-2022";"Applied Mathematics (Q4); Management Science and Operations Research (Q4); Modeling and Simulation (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
451;12364;"International Journal of Information and Management Sciences";journal;"10171819";0,159;Q4;26;15;60;541;40;58;0,25;36,07;35,14;0;5;Taiwan;Asiatic Region;"Tamkang University";"1996-2023";"Control and Systems Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Engineering"
452;21100204516;"International Journal of Data Analysis Techniques and Strategies";journal;"17558050, 17558069";0,158;Q4;18;22;54;1013;52;53;0,89;46,05;29,82;0;4;Switzerland;Western Europe;"Inderscience";"2011-2023";"Applied Mathematics (Q4); Information Systems (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Mathematics"
453;21100830763;"Journal of Information Science Theory and Practice";journal;"22879099, 22874577";0,158;Q4;8;24;87;1441;55;87;0,59;60,04;27,66;0;5;South Korea;Asiatic Region;"Korea Institute of Science and Technology Information";"2017-2023";"Library and Information Sciences (Q3); Information Systems (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Social Sciences"
454;21100927900;"Journal of Food Distribution Research";journal;"26433354";0,157;Q4;5;21;66;605;21;63;0,33;28,81;56,72;0;7;United States;Northern America;"Food Distribution Research Society";"2019-2023";"Agronomy and Crop Science (Q4); Economics and Econometrics (Q4); Food Science (Q4); Management Science and Operations Research (Q4); Marketing (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
455;21101090644;"Corporate and Business Strategy Review";journal;"27089924, 27084965";0,156;Q4;6;108;74;5380;89;63;1,36;49,81;33,19;0;47;Ukraine;Eastern Europe;"Virtus Interpress";"2020-2023";"Decision Sciences (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Earth and Planetary Sciences"
456;21100406921;"Statistika";journal;"18048765, 0322788X";0,156;Q4;8;33;86;1117;34;86;0,47;33,85;37,10;0;18;Czech Republic;Eastern Europe;"Czech Statistical Office";"2015-2023";"Economics and Econometrics (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Economics, Econometrics and Finance"
457;21100898973;"Journal of Statistics Applications and Probability";journal;"20908423, 20908431";0,154;Q4;13;124;232;3281;157;232;0,55;26,46;30,38;0;36;United States;Northern America;"Natural Sciences Publishing";"2018-2024";"Library and Information Sciences (Q3); Statistical and Nonlinear Physics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics; Physics and Astronomy; Social Sciences"
458;21100200830;"International Journal of Information Science and Management";journal;"20088310, 20088302";0,152;Q4;14;75;134;3284;73;134;0,48;43,79;45,86;0;23;Iran;Middle East;"Regional Information Center for Science and Technology";"2008-2023";"Library and Information Sciences (Q3); Information Systems and Management (Q4); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Social Sciences"
459;19400157401;"International Journal of Enterprise Network Management";journal;"17481252, 17481260";0,151;Q4;13;20;66;1145;35;65;0,69;57,25;33,33;0;7;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007, 2009-2012, 2014-2023";"Business and International Management (Q4); Management of Technology and Innovation (Q4); Management Science and Operations Research (Q4)";"Business, Management and Accounting; Decision Sciences"
460;21100853929;"International Journal of Systematic Innovation";journal;"20778767, 20777973";0,151;Q4;6;19;58;855;37;58;0,63;45,00;29,55;0;3;Taiwan;Asiatic Region;"The Society of Systematic Innovation";"2010-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Mechanical Engineering (Q4); Multidisciplinary (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Multidisciplinary"
461;22303;"Journal of the Operations Research Society of Japan";journal;"04534514";0,151;Q4;31;14;31;331;13;31;0,26;23,64;10,34;0;2;Japan;Asiatic Region;"Operations Research Society of Japan";"1996-2023";"Decision Sciences (miscellaneous) (Q4); Management Science and Operations Research (Q4)";"Decision Sciences"
462;21100268428;"Journal of ICT Research and Applications";journal;"23375787";0,150;Q4;15;23;52;690;52;52;1,03;30,00;35,29;0;6;Indonesia;Asiatic Region;"Institut Teknologi Bandung (ITB)";"2013-2023";"Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Engineering"
463;21100266730;"International Journal of Information Systems in the Service Sector";journal;"19355688, 19355696";0,148;Q4;15;2;89;63;61;89;0,65;31,50;20,00;0;1;United States;Northern America;"IGI Global Publishing";"2009-2023";"Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
464;21100887432;"International Journal of Intelligence, Security, and Public Affairs";journal;"23800992, 2380100X";0,145;Q4;7;0;42;0;18;40;0,68;0,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2021";"Political Science and International Relations (Q3); Information Systems and Management (Q4); Sociology and Political Science (Q4)";"Decision Sciences; Social Sciences"
465;20449;"International Journal of Manufacturing Technology and Management";journal;"13682148, 17415195";0,145;Q4;24;37;88;948;50;88;0,41;25,62;32,91;0;15;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2000-2023";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
